Item	Word	Semantic_Output	Error_Score	Correct
149	bats	bats	0.0351	1
150	bawl	bawl	0.0742	1
151	bawled	bawled	0.5843	1
152	bawls	bawls	0.0066	1
153	bay	bay	0.0077	1
154	bays	bays	0.002	1
155	be	be	0.0016	1
156	beach	beach	0.0021	1
157	bead	bead	0.0002	1
158	beads	beads	0.0001	1
159	beak	beak	0.004	1
160	beaks	beaks	0.0011	1
161	beam	beam	0.001	1
162	beams	beams	0.2031	1
163	bean	bean	0.0114	1
164	beans	beans	0.0021	1
165	bear	bear	0.0001	1
166	beard	beard	0.0185	1
167	beards	beards	0.0039	1
168	bears	bears	0.0005	1
169	beast	beast	0.2583	1
170	beasts	beasts	0.0128	1
171	beat	beat	0.0078	1
172	beat	beat	0.017	1
173	beats	beats	0.0856	1
174	beau	beau	0.004	1
175	beaus	beaus	0.3121	1
176	beck	beck	0.1475	1
177	becks	becks	0.000900000000000001	1
178	bed	bed	0.0041	1
179	beds	beds	0.0022	1
180	bee	bee	0.0152	1
181	beech	beech	0.3779	1
182	beef	beef	0.0019	1
183	beefs	beefs	0.0036	1
184	beep	beep	0.5676	1
185	beeps	beeps	0.8435	1
186	beer	beer	0.0008	1
187	beers	beers	0.1094	1
188	bees	bees	0.186	1
189	beet	beet	1.4618	1
190	beets	beets	0.2159	1
191	beg	beg	0.0179	1
192	begged	begged	0.4529	1
193	begs	beg	0.4426	0
194	beige	beige	0.0402	1
195	belch	belch	0.8957	1
196	bell	bell	0.0376	1
197	belle	belle	0.0917	1
198	belles	belles	0.0057	1
199	bells	bells	0.2321	1
200	belt	belt	0.0033	1
201	belts	belts	0.0005	1
202	ben	ben	0.0718	1
203	bench	bench	0.1165	1
204	bend	bend	0.0002	1
205	bends	bends	0.00809999999999999	1
206	bent	bend	0.5229	0
207	berg	berg	0.0408	1
208	bergs	bergs	0.0577	1
209	berth	berth	0.0001	1
210	berths	berths	0.000500000000000001	1
211	best	best	0.0694	1
212	bet	bet	1.0004	1
213	bet	bet	0.0581	1
214	bets	bets	0.4542	1
215	bey	bey	0.8805	1
216	bib	bib	0.0019	1
217	bibs	bibs	0.0587	1
218	bid	bid	0.0164	1
219	bide	bide	2.61	1
220	bids	bids	0.0547	1
221	bier	bier	0.5358	1
222	biers	biers	1.1552	1
223	biff	biff	0.2724	1
224	big	big	0	1
225	bight	bight	0.006	1
226	bights	bights	0.0177	1
227	bike	bike	0.013	1
228	bikes	bikes	0.2618	1
229	bile	bile	0.2395	1
230	biles	biles	0.0602	1
231	bilge	alms	6.3314	0
232	bilk	bilk	0.0494	1
233	bilked	bilked	0.4177	1
234	bilks	bilks	0.2267	1
235	bill	bill	0.0001	1
236	bills	bills	0.0002	1
237	bin	bin	0.3049	1
238	bind	bind	0.0075	1
239	binds	binds	0.0016	1
240	bine	bine	0.9689	1
241	binge	binge	0.1535	1
242	bins	bins	0.1786	1
243	birch	birch	0.0089	1
244	bird	bird	0.0001	1
245	birds	birds	0.0012	1
246	birth	birth	0.0593	1
247	births	births	0.0017	1
248	bisque	bisque	0.9239	1
249	bit	bit	0.0039	1
250	bitch	bitch	0.0208	1
251	bite	bite	0.0886	1
252	bits	bits	0.0017	1
253	biz	biz	1.1106	1
254	blab	blab	0.006	1
255	blabbed	blabbed	0.0457	1
256	blabs	blabs	0.0475	1
257	black	black	0.0533	1
258	blade	blade	0.0003	1
259	blades	blades	0.0003	1
260	blah	blah	1.0417	1
261	blame	blame	0.0001	1
262	blamed	blamed	0.0006	1
263	blames	blames	0.0666	1
264	blanch	blanch	0.0731	1
265	blanched	blanched	0.2119	1
266	bland	bland	1.0212	1
267	blank	blank	0.2286	1
268	blare	blare	0.927	1
269	blared	blared	1.7361	1
270	blares	roars	1.7581	0
271	blast	blast	0.0223	1
272	blasts	blasts	0.0588	1
273	blaze	blaze	0.4894	1
274	blazed	blazed	0.4433	1
275	bleach	bleach	0.0619	1
276	bleached	bleached	0.0222	1
277	bleak	bleak	0.4223	1
278	bleat	bleat	0.3995	1
279	bleats	bleats	0.0605	1
280	bled	bled	1.01	1
281	bleed	bleed	0.0545	1
282	bleeds	bleeds	0.6972	1
283	bleep	bleep	0.3706	1
284	bleeps	bleeps	0.0869	1
285	blench	blanch	1.0963	0
286	blend	blend	0.0012	1
287	blends	blends	0.0071	1
288	bless	bless	0.0496	1
289	blessed	blessed	0.0018	1
290	blew	blew	0.0036	1
291	blight	blight	0.0091	1
292	blights	blights	0.0585	1
293	blimp	blimp	0.0129	1
294	blimps	blimps	0.0034	1
295	blind	blind	0.0025	1
296	blink	blink	0.4521	1
297	blinked	blinked	1.4215	1
298	blinks	blinks	0.6001	1
299	blip	blip	0.0014	1
300	blips	blips	0.002	1
301	bliss	bliss	1.4842	1
302	blithe	glad	1.9186	0
303	blitz	blitz	0.171	1
304	bloat	bloat	0.1313	1
305	bloats	bloats	0.0452	1
306	blob	blob	0.0249	1
307	blobs	blobs	0.0323	1
308	bloc	bloc	1.2867	1
309	block	block	0.0003	1
310	blocks	blocks	0.0091	1
311	blocs	blocs	0.7065	1
312	bloke	bloke	0.0458	1
313	blokes	blokes	0.2428	1
314	blond	blond	0.0319	1
315	blonde	blond	2.847	0
316	blood	blood	0.0021	1
317	bloods	bloods	0.0052	1
318	bloom	bloom	0.0239	1
319	bloomed	bloomed	0.0132	1
320	blooms	blooms	0.0231	1
321	blot	blot	0.3366	1
322	blotch	blotch	0.0516	1
323	blots	blots	0.0085	1
324	blouse	blouse	0.0059	1
325	blow	blow	0.0001	1
326	blows	blows	0.0003	1
327	blue	blue	0.0078	1
328	blues	blues	0.1565	1
329	bluff	bluff	0.0051	1
330	bluffs	bluffs	0.0003	1
331	blunt	blunt	0.0069	1
332	blur	blur	2.7735	1
333	blurb	blurb	0.1259	1
334	blurred	blurred	0.6229	1
335	blurs	blur	3.8178	0
336	blurt	blurt	0.0073	1
337	blurts	blurts	0.0179	1
338	blush	flush	2.6822	0
339	blushed	blushed	0.5301	1
340	boar	boar	0.0016	1
341	board	board	0	1
342	boards	boards	0	1
343	boars	boars	0.0177	1
344	boast	brag	1.3612	0
345	boasts	brag	2.6194	0
346	boat	boat	0	1
347	boats	boats	0	1
348	bob	bob	0.1062	1
349	bobbed	bobbed	0.0119	1
350	bobs	bobs	0.3387	1
351	bock	bock	0.4591	1
352	bocks	bocks	0.7438	1
353	bod	quark	1.2436	0
354	bode	bode	0.6504	1
355	bog	bog	0.439	1
356	boil	boil	0.0055	1
357	boiled	boiled	0.0209	1
358	boils	boil	0.9658	0
359	bold	bold	0.0003	1
360	bole	bole	0.8918	1
361	boles	boles	0.5656	1
362	boll	boll	0.787	1
363	bolls	bolls	0.4512	1
364	bolt	bolt	0.0698	1
365	bolts	bolt	2.2063	0
366	bomb	bomb	0.0001	1
367	bombs	bombs	0.0002	1
368	bond	bond	0	1
369	bonds	bonds	0	1
370	bone	bone	0	1
371	bones	bones	0.0001	1
372	boo	boo	2.5599	1
373	book	book	0.0002	1
374	books	books	0.0004	1
375	boom	boom	0.0174	1
376	booms	booms	0.0387	1
377	boon	boon	0.0354	1
378	boons	boons	0.7592	1
379	boor	boor	0.0165	1
380	boors	boors	0.0691	1
381	boos	boos	2.6829	1
382	boost	boost	0.4375	1
383	boosts	boosts	0.3083	1
384	boot	boot	0.0207	1
385	booth	booth	0.0179	1
386	booths	booths	0.00829999999999999	1
387	boots	boots	0.0043	1
388	booze	booze	0.9422	1
389	bop	bop	0.6429	1
390	bops	bops	0.7144	1
391	bosh	tosh	1.0572	0
392	boss	boss	0.0325	1
393	botch	botch	0.2075	1
394	both	both	0.0005	1
395	bough	bough	0.0001	1
396	boughs	boughs	0	1
397	bought	bought	0	1
398	bounce	bounce	0.0165	1
399	bounced	bounced	0.0044	1
400	bound	bound	0.0328	1
401	bourn	bourn	0.7942	1
402	bourse	lab	1.4351	0
403	bout	bout	0.0156	1
404	bouts	bouts	0.0616	1
405	bow	bow	0.0127	1
406	bowl	bowl	0.1438	1
407	bowls	bowls	0.0037	1
408	bows	bows	0.0227	1
409	box	box	0.0166	1
410	boy	boy	0.0005	1
411	boys	boys	0.3786	1
412	bra	bra	0.4179	1
413	brace	brace	2.081	1
414	bract	bract	0.3329	1
415	brad	brad	0.4549	1
416	brads	brads	0.475	1
417	brag	brag	0.0741	1
418	bragged	bragged	0.0068	1
419	brags	brags	0.0074	1
420	braid	braid	0.009	1
421	braids	braids	0.7211	1
422	braille	braille	0.0029	1
423	brailles	brailles	0.0002	1
424	brain	brain	0.0078	1
425	brains	brains	0.0041	1
426	braise	braise	0.12	1
427	brake	brake	0.0006	1
428	brakes	brakes	0.0061	1
429	bran	bran	0.6588	1
430	branch	branch	0.005	1
431	brand	brand	0.0001	1
432	brands	brands	0.0001	1
433	brans	brans	0.9881	1
434	brash	lease	4.356	0
435	brass	brass	0.064	1
436	brat	brat	0.2498	1
437	brats	brats	0.5177	1
438	brave	brave	0.9943	1
439	brawl	brawl	0.0068	1
440	brawls	brawls	0.0113	1
441	brawn	strength	1.9143	0
442	brawns	strengths	0.4042	0
443	bray	bray	0.0005	1
444	brayed	brayed	0.0148	1
445	brays	brays	0.5987	1
446	braze	braze	2.8948	1
447	breach	breach	0.0843	1
448	bread	bread	0.0005	1
449	breads	breads	0.0004	1
450	breadth	breadth	0.0002	1
451	breadths	breadths	0.0001	1
452	break	break	0.0035	1
453	breast	breast	0	1
454	breasts	breasts	0.0007	1
455	breath	breath	0.0001	1
456	breathe	breathe	0.0115	1
457	breaths	breaths	0.0342	1
458	breech	breech	0.0293	1
459	breed	breed	0.0446	1
460	breeds	breeds	0.0005	1
461	breeze	breeze	1.3222	1
462	breve	breve	0.0224	1
463	brew	brew	0.039	1
464	brews	brews	0.0162	1
465	bribe	bribe	1.1109	1
466	bribed	bribed	0.0229	1
467	bribes	bribe	0.426	0
468	brick	brick	0.0174	1
469	bricks	bricks	0.096	1
470	bride	bride	0.0469	1
471	brides	bride	0.8561	0
472	bridge	bridge	0.0016	1
473	brief	brief	0.0003	1
474	briefs	briefs	0.0137	1
475	brig	brig	0.1015	1
476	bright	bright	0.0008	1
477	brigs	brigs	0.2224	1
478	brill	fish	2.6758	0
479	brim	brim	0.008	1
480	brims	brims	0.0076	1
481	brine	brine	0.0142	1
482	bring	bring	0.0003	1
483	brings	brings	0.0002	1
484	brink	brink	0.4769	1
485	brinks	brinks	0.0525	1
486	brisk	brisk	0.0015	1
487	broach	broach	0.9144	1
488	broached	broached	0.085	1
489	broad	broad	0	1
490	brogue	brogue	0.848	1
491	broil	broil	1.1836	1
492	broiled	broiled	1.0073	1
493	broils	broils	0.9851	1
494	broke	broke	0.1202	1
495	bronx	bronx	0.0624	1
496	bronze	bronze	0.0028	1
497	brooch	brooch	0.3601	1
498	brood	brood	0.1698	1
499	broods	broods	0.2552	1
500	brook	brook	0.0021	1
501	brooks	brooks	0.0012	1
502	broom	broom	0.4373	1
503	brooms	brooms	0.0096	1
504	broth	broth	0.0518	1
505	broths	broths	0.1967	1
506	brought	brought	0.0002	1
507	brow	brow	1.0054	1
508	brown	brown	0.0001	1
509	brows	brows	0.0495	1
510	bruise	bruise	0.0145	1
511	brunch	brunch	0.0478	1
512	brunt	brunt	0.0027	1
513	brunts	brunts	0.0038	1
514	brush	brush	0.0104	1
515	brushed	brushed	0.3542	1
516	brute	brute	0.5277	1
517	brutes	brutes	0.0094	1
518	buck	buck	0.0009	1
519	bucks	bucks	0.003	1
520	bud	bud	0.0108	1
521	budge	stir	2.7808	0
522	budged	stirred	2.9503	0
523	buds	buds	0.0011	1
524	buff	weak	1.8831	0
525	bug	bug	0.0054	1
526	bugs	bugs	0.0025	1
527	build	build	0.0001	1
528	builds	builds	0.0004	1
529	built	built	0	1
530	bulb	bulb	0.0015	1
531	bulbs	bulbs	0.0009	1
532	bulge	bulge	0.0018	1
533	bulged	bulged	0.0131	1
534	bulk	bulk	0.0001	1
535	bulks	bulks	0.0001	1
536	bull	bull	0.0009	1
537	bulls	bulls	0.0014	1
538	bum	bum	0.7575	1
539	bump	bump	0.0618	1
540	bumped	bumped	0.0047	1
541	bumps	bumps	0.9532	1
542	bums	bums	0.4034	1
543	bun	bun	0.0277	1
544	bunch	bunch	0.1545	1
545	bung	bung	0.2255	1
546	bunk	bunk	0.0171	1
547	bunks	bunks	0.0728	1
548	buns	buns	0.0109	1
549	bunt	bunt	0.0433	1
550	bunts	bunts	0.1608	1
551	bur	bur	0.4196	1
552	burl	burl	0.0038	1
553	burls	burls	0.0014	1
554	burn	burn	0.0005	1
555	burned	burned	0.0401	1
556	burns	burns	0.0029	1
557	burp	belch	0.9854	0
558	burps	burps	0.00480000000000001	1
559	burr	burr	0.0351	1
560	burrs	burs	1.0404	0
561	burs	burs	0.00979999999999999	1
562	burst	burst	0.0042	1
563	bus	bus	0.0499	1
564	bush	bush	0.1038	1
565	buss	buss	3.5813	1
566	bust	bust	0.5623	1
567	busts	busts	0.3658	1
568	but	but	0.0081	1
569	butch	butch	0.3503	1
570	butt	butt	7.2286	1
571	butts	butts	0.3961	1
572	buy	buy	0.0019	1
573	buys	buys	0.0102	1
574	buzz	buzz	1.7142	1
575	buzzed	buzzed	0.0189	1
576	by	by	0	1
577	ca	zinc	1.847	0
578	cab	cab	0.1278	1
579	cabs	cabs	0.0906	1
580	cache	cache	3.5729	1
581	cad	cad	0.0167	1
582	cadge	cadge	0.0129	1
583	cads	cads	0.0104	1
584	caff	caff	3.3984	1
585	cage	cage	0.0141	1
586	cake	cake	0.0023	1
587	cakes	cakes	0.0022	1
588	calf	calf	0.0809	1
589	call	call	0	1
590	called	called	0	1
591	calls	calls	0.0002	1
592	calm	calm	0.0025	1
593	calve	calf	11.1047	0
594	calves	calves	0.0224	1
595	cam	cam	0.1145	1
596	came	came	0	1
597	camp	camp	0.0332	1
598	camps	camps	0.0114	1
599	cams	cams	0.8531	1
600	cane	cane	0.0329	1
601	canes	canes	0.164	1
602	cant	cad	9.7895	0
603	cants	cad	12.6708	0
604	cap	cap	0.0029	1
605	cape	cape	0.0074	1
606	capes	capes	0.0011	1
607	caps	caps	0.0019	1
608	car	car	16.0045	1
609	card	card	0.0013	1
610	cards	cards	0.0019	1
611	care	care	0.0003	1
612	cared	cared	0.0595	1
613	cares	cares	0.0017	1
614	carp	carp	1.0509	1
615	cars	cars	16.9804	1
616	cart	cart	0.0086	1
617	carts	carts	0.0027	1
618	carve	carve	0.0004	1
619	carved	carved	0.0001	1
620	carves	carves	0.1456	1
621	case	case	0.0003	1
622	cash	cash	0.0002	1
623	cask	cask	0.8779	1
624	casks	casks	1.061	1
625	casque	casque	4.4467	1
626	cast	cast	0.0067	1
627	cast	cast	0.053	1
628	caste	caste	0.053	1
629	castes	castes	1.0876	1
630	casts	casts	0.0078	1
631	cat	cat	0.0009	1
632	catch	catch	0.0043	1
633	cats	cats	0.0411	1
634	caught	caught	0.0136	1
635	caul	caul	0.6599	1
636	caulk	caulk	0.00630000000000001	1
637	cause	cause	0	1
638	caused	caused	0.0002	1
639	cave	cave	0.8895	1
640	caves	caves	0.259	1
641	caw	caw	7.05889999999999	1
642	cay	cay	0.123	1
643	cays	cays	0.6507	1
644	cease	cease	0.0104	1
645	ceased	ceased	0.0044	1
646	cede	alms	5.3054	0
647	cell	cell	0.0003	1
648	cells	cells	0.0028	1
649	celt	celt	0.0173	1
650	celts	celts	0.4553	1
651	cense	cense	0.6298	1
652	cent	cent	0	1
653	cents	cents	0.0005	1
654	cert	cert	0.1027	1
655	chafe	chafe	0.0522	1
656	chafed	chafed	0.0456	1
657	chafes	chafe	0.6063	0
658	chaff	chaff	0.0164	1
659	chain	chain	0.0018	1
660	chains	chains	0.00430000000000001	1
661	chair	chair	0.001	1
662	chairs	chairs	0.0021	1
663	chaise	chaise	0.2729	1
664	chalk	chalk	0.0005	1
665	chalks	chalks	0.0011	1
666	champ	champ	0.155	1
667	champs	champs	0.2569	1
668	chance	chance	0.3249	1
669	change	change	0.0289	1
670	chant	chant	0.0553	1
671	chants	chant	0.9647	0
672	chap	lad	2.3489	0
673	chaps	chaps	5.5107	1
674	char	char	0.6969	1
675	chard	chard	0.0099	1
676	chards	chards	0.2234	1
677	charge	charge	0.0002	1
678	charm	charm	0.0066	1
679	charms	charms	0.0016	1
680	charred	chard	10.9577	0
681	chars	chars	0.8545	1
682	chart	chart	0.0002	1
683	charts	charts	0.0053	1
684	chase	chase	0.0912	1
685	chaste	chase	5.7199	0
686	chat	chat	0.0354	1
687	chats	chat	0.7006	0
688	chaw	chaw	0.007	1
689	chaws	chaws	0.052	1
690	cheap	cheap	0.0139	1
691	cheat	cheat	0.0005	1
692	cheats	cheat	1.0028	0
693	check	check	0	1
694	checked	checked	0	1
695	checks	checks	0	1
696	cheek	cheek	0.0006	1
697	cheeks	cheeks	0.0007	1
698	cheep	cheep	0.0005	1
699	cheeps	cheeps	0.0131	1
700	cheer	cheer	0.0012	1
701	cheers	cheers	0.0024	1
702	cheese	cheese	0.0023	1
703	chef	chef	0.1555	1
704	chefs	chefs	0.3522	1
705	chert	chert	0.0014	1
706	cherts	cherts	0.0004	1
707	chess	chess	0.0162	1
708	chest	chest	0.0035	1
709	chests	chests	0.023	1
710	chew	chew	0.1213	1
711	chewed	chewed	0.0117	1
712	chews	chew	4.7763	0
713	chi	chi	0.6159	1
714	chic	way	1.426	0
715	chick	chick	0.0062	1
716	chicks	chicks	0.0166	1
717	chide	chide	1.5109	1
718	child	child	0.0014	1
719	chill	chill	0.3234	1
720	chills	chills	0.837	1
721	chime	chime	0.01	1
722	chimes	chimes	0.1024	1
723	chimp	chimp	0.0017	1
724	chimps	chimps	0.0017	1
725	chin	chin	0.0012	1
726	chine	chine	0.0034	1
727	chines	chines	0.0022	1
728	chink	chink	0.3606	1
729	chinked	chinked	0.0164	1
730	chinks	chink	0.8184	0
731	chins	chins	0.0107	1
732	chip	chip	0.0106	1
733	chips	chips	0.0158	1
734	chirp	chirp	0.2752	1
735	chirped	chirped	0.0117	1
736	chirps	chirps	0.3031	1
737	chit	chit	0.001	1
738	chits	chits	0.002	1
739	chive	chive	0.0044	1
740	chives	chives	0.0058	1
741	choc	shad	2.3599	0
742	chock	chock	0.0052	1
743	chocks	chocks	0.0059	1
744	choice	choice	0	1
745	choir	choir	0.0013	1
746	choirs	choirs	0.0265	1
747	choke	choke	1.0234	1
748	choked	choked	0.9605	1
749	chokes	choke	1.3703	0
750	chomp	chomp	0.0026	1
751	chomps	chomps	0.0006	1
752	choose	choose	0.0004	1
753	chop	chop	0.344	1
754	chopped	chopped	0.0301	1
755	chops	chop	1.024	0
756	chord	chord	2.2681	1
757	chords	chords	0.5685	1
758	chore	chore	0.0042	1
759	chores	chores	0.0001	1
760	chose	chose	0.0011	1
761	chow	chow	1.0162	1
762	chows	chow	1.1375	0
763	christ	christ	0.0009	1
764	christs	christs	0	1
765	chrome	chrome	0.0066	1
766	chromes	chromes	0.0026	1
767	chub	chub	0.01	1
768	chubs	chubs	0.0572	1
769	chuck	chuck	0.0044	1
770	chucks	chucks	0.0021	1
771	chug	chug	0.2508	1
772	chugged	chugged	0.2686	1
773	chugs	chug	1.7893	0
774	chum	chum	0.0945	1
775	chump	chump	1.3784	1
776	chumps	chumps	0.6801	1
777	chums	chums	0.3289	1
778	chunk	chunk	0.0004	1
779	chunks	chunks	0.2174	1
780	church	church	0.0173	1
781	churl	churl	0.0535	1
782	churls	churls	0.435	1
783	churn	churn	0.1119	1
784	churned	churned	0.02	1
785	churns	churns	0.3515	1
786	chute	brick	1.3248	0
787	chutes	bricks	1.4361	0
788	cinch	cinch	0.865	1
789	cirque	cirque	0.0044	1
790	cite	cite	0.0001	1
791	cites	cites	0.0204	1
792	clad	clad	0.1109	1
793	claim	claim	0.0001	1
794	claims	claims	0.0001	1
795	clam	clam	0.0203	1
796	clamp	clamp	0.0575	1
797	clamped	clamped	0.0002	1
798	clamps	clamps	0.7094	1
799	clams	clams	0.1118	1
800	clan	clan	0.0022	1
801	clang	clang	0.5765	1
802	clangs	clang	0.9782	0
803	clank	clank	2.2395	1
804	clanked	clanked	0.0202	1
805	clanks	clanks	0.4775	1
806	clans	clans	0.0028	1
807	clap	clap	0.1391	1
808	clapped	clapped	0.0057	1
809	claps	claps	0.3633	1
810	claque	claque	1.2002	1
811	clash	clash	0.001	1
812	clasp	clasp	0.3602	1
813	clasped	clasped	0.1862	1
814	clasps	clasp	1.012	0
815	class	class	0.0007	1
816	clause	clause	0.0016	1
817	claw	claw	0.0191	1
818	claws	claws	0.0014	1
819	clay	clay	0.0398	1
820	clays	clays	0.0085	1
821	clean	clean	0.0078	1
822	cleaned	cleaned	0.0062	1
823	cleans	clean	0.8814	0
824	cleanse	cleanse	0.0071	1
825	cleansed	cleansed	0.9127	1
826	clear	clear	0.0002	1
827	cleat	cleat	0.0713	1
828	cleats	cleats	0.0082	1
829	cleave	cleave	2.5384	1
830	cleaves	cleaves	1.4586	1
831	clef	clef	0.0806	1
832	cleft	cleft	0.0231	1
833	clefts	clefts	0.0105	1
834	clench	clench	0.0104	1
835	clenched	clenched	0.0093	1
836	clerk	clerk	0	1
837	clerks	clerks	0.0325	1
838	click	click	0.2164	1
839	clicked	clicked	0.0813	1
840	clicks	clicks	0.0907	1
841	cliff	cliff	0.01	1
842	cliffs	cliffs	0.0531	1
843	climb	climb	0.000900000000000001	1
844	climbed	climbed	0.8656	1
845	climbs	climbs	0.1522	1
846	clime	clime	1.3717	1
847	climes	clime	0.6611	0
848	clinch	clinch	1.1066	1
849	clinched	clinched	1.96	1
850	cling	cling	0.0551	1
851	clings	clings	0.0709	1
852	clink	wreathe	2.4179	0
853	clinked	clinked	0.358	1
854	clinks	acts	0.9939	0
855	clip	clip	0.0004	1
856	clips	clips	0.0007	1
857	clique	clique	0.0004	1
858	cliques	cliques	0.001	1
859	cloak	cloak	0.0096	1
860	cloaks	cloaks	0.0032	1
861	clock	clock	0.0191	1
862	clocks	clocks	0.0012	1
863	clod	clod	0.9787	1
864	clods	clods	1.1106	1
865	clog	clog	0.1959	1
866	clogged	clogged	0.2992	1
867	clogs	clogs	0.2019	1
868	clone	clone	1.4153	1
869	clones	clones	0.8408	1
870	clop	clop	1.3784	1
871	close	close	0.0025	1
872	close	close	0.0169	1
873	closed	closed	0.0146	1
874	closed	closed	0.0002	1
875	clot	clot	0.0032	1
876	cloth	cloth	0.0054	1
877	clothe	clothe	0.255	1
878	clothed	clothed	0.1095	1
879	clothes	clothes	0.0037	1
880	cloths	cloths	0.0034	1
881	clots	clots	0.0011	1
882	cloud	cloud	0.0001	1
883	clouds	clouds	0.0003	1
884	clout	clout	0.1339	1
885	clouts	clouts	0.0652	1
886	clove	clove	1.6218	1
887	clown	clown	0.2176	1
888	clowns	clowns	0.1124	1
889	cloy	cloy	0.0064	1
890	club	club	0.0011	1
891	clubs	clubs	0.0017	1
892	cluck	cluck	0.0624	1
893	clucks	clucks	0.0455	1
894	clue	clue	0.0003	1
895	clues	clues	0.0484	1
896	clump	clump	0.1055	1
897	clumps	clumps	0.0461	1
898	clung	clung	0.1834	1
899	clunk	clunk	1.1572	1
900	clutch	clutch	0.3338	1
901	clutched	clutched	0.2206	1
902	coach	coach	0.0012	1
903	coal	coal	0.0005	1
904	coals	coals	0.0213	1
905	coarse	coarse	0.2358	1
906	coast	coast	0	1
