Item	Word	Semantic_Output	Error_Score	Correct
504	broth	broth	0.0007	1
505	broths	broths	0.0155	1
506	brought	brought	0	1
507	brow	brow	0.0858	1
508	brown	brown	0.0001	1
509	brows	brows	0.104	1
510	bruise	bruise	1.0326	1
511	brunch	lunch	1.0091	0
512	brunt	brunt	0.1094	1
513	brunts	brunts	0.2323	1
514	brush	brush	0	1
515	brushed	brushed	0	1
516	brute	brute	0.1169	1
517	brutes	brutes	0.2698	1
518	buck	buck	0.0062	1
519	bucks	bucks	0.0002	1
520	bud	bud	0.0556	1
521	budge	budge	0.0533	1
522	budged	budged	0.7901	1
523	buds	buds	0.004	1
524	buff	buff	0.0058	1
525	bug	bug	0.0001	1
526	bugs	bugs	0.0001	1
527	build	build	0.0001	1
528	builds	builds	0	1
529	built	built	0.0001	1
530	bulb	bulb	0.0002	1
531	bulbs	bulbs	0.0002	1
532	bulge	bulge	0.0003	1
533	bulged	bulged	0.0002	1
534	bulk	bulk	0.0361	1
535	bulks	bulks	0.2273	1
536	bull	bull	0.0005	1
537	bulls	bulls	0	1
538	bum	bum	0.6489	1
539	bump	bump	0.0008	1
540	bumped	bumped	0.4241	1
541	bumps	bumps	0.2438	1
542	bums	bums	0.6786	1
543	bun	bun	0.0103	1
544	bunch	bunch	0.001	1
545	bung	bung	1.9101	1
546	bunk	bunk	0.3982	1
547	bunks	bunks	0.0441	1
548	buns	buns	0.0172	1
549	bunt	bunt	0.0088	1
550	bunts	bunt	0.4741	0
551	bur	bur	0.3188	1
552	burl	burl	0.5374	1
553	burls	burls	1.958	1
554	burn	burn	0.0004	1
555	burned	burned	0.0001	1
556	burns	burns	0.0173	1
557	burp	burp	0.1547	1
558	burps	burps	0.084	1
559	burr	burr	0.0092	1
560	burrs	burrs	0.8666	1
561	burs	burs	0.0114	1
562	burst	burst	0	1
563	bus	bus	0.0006	1
564	bush	bush	0.0002	1
565	buss	bus	6.4982	0
566	bust	bust	0.1586	1
567	busts	busts	0.6277	1
568	but	but	0.0001	1
569	butch	butch	0.634	1
570	butt	butt	2.9221	1
571	butts	butts	0.0063	1
572	buy	buy	0.0066	1
573	buys	buys	0.0717	1
574	buzz	buzz	0.000600000000000001	1
575	buzzed	buzzed	0	1
576	by	by	0.0005	1
577	ca	ca	0.3362	1
578	cab	cab	0.0044	1
579	cabs	cabs	0.4045	1
580	cache	cache	0.1485	1
581	cad	cad	0.5499	1
582	cadge	mooch	4.8753	0
583	cads	cads	0.652	1
584	caff	caff	1.6906	1
585	cage	cage	0.1103	1
586	cake	cake	0.0131	1
587	cakes	cakes	0.0084	1
588	calf	calf	0.0002	1
589	call	call	0	1
590	called	called	0	1
591	calls	calls	0.0004	1
592	calm	calm	0.000600000000000001	1
593	calve	calf	11.7054	0
594	calves	calves	0.0016	1
595	cam	cam	0.0039	1
596	came	came	0.0004	1
597	camp	camp	0.00400000000000001	1
598	camps	camps	0.0209	1
599	cams	cams	0.0015	1
600	cane	cane	0.3608	1
601	canes	canes	0.0466	1
602	cant	cant	1.4269	1
603	cants	cants	1.7417	1
604	cap	cap	0.0014	1
605	cape	cape	0.0023	1
606	capes	capes	0.1233	1
607	caps	caps	0.0467	1
608	car	car	16.0009	1
609	card	card	0.002	1
610	cards	cards	0.0053	1
611	care	care	0.0004	1
612	cared	cared	0.212	1
613	cares	cares	0.0002	1
614	carp	dare	1.6619	0
615	cars	cars	16.9604	1
616	cart	cart	0.0034	1
617	carts	cart	0.3485	0
618	carve	carve	0.0002	1
619	carved	carved	0.0009	1
620	carves	carve	0.7777	0
621	case	case	0.0053	1
622	cash	cash	0	1
623	cask	cask	0.0203	1
624	casks	casks	0.0018	1
625	casque	casque	0.3143	1
626	cast	cast	0.0028	1
627	cast	cast	0.0122	1
628	caste	caste	0.0786	1
629	castes	caste	0.9961	0
630	casts	casts	0.2944	1
631	cat	cat	0.0002	1
632	catch	catch	0.0049	1
633	cats	cats	0.0004	1
634	caught	caught	0.0001	1
635	caul	dare	4.6511	0
636	caulk	caulk	0.1668	1
637	cause	cause	0.0004	1
638	caused	caused	0	1
639	cave	cave	0.0671	1
640	caves	caves	0.02	1
641	caw	caw	0.0015	1
642	cay	cay	3.0445	1
643	cays	cays	0.0016	1
644	cease	cease	0.0003	1
645	ceased	ceased	0.0001	1
646	cede	ply	1.1238	0
647	cell	cell	0.0001	1
648	cells	cells	0	1
649	celt	celt	0.0155	1
650	celts	celts	0.0175	1
651	cense	alms	5.958	0
652	cent	cent	0	1
653	cents	cents	0.0006	1
654	cert	cert	0.037	1
655	chafe	chafe	0.0379	1
656	chafed	chafed	0.3742	1
657	chafes	chafe	0.8165	0
658	chaff	chaff	0.0223	1
659	chain	chain	0.0001	1
660	chains	chains	0.0105	1
661	chair	chair	0	1
662	chairs	chairs	0	1
663	chaise	chair	0.6948	0
664	chalk	chalk	0.0909	1
665	chalks	chalks	0.9412	1
666	champ	champ	0.0005	1
667	champs	champs	0.00559999999999999	1
668	chance	chance	0	1
669	change	change	0.0002	1
670	chant	chant	0.0016	1
671	chants	chants	0.0025	1
672	chap	chap	0.0252	1
673	chaps	chaps	0.00380000000000001	1
674	char	char	0.0143	1
675	chard	chard	0.4334	1
676	chards	chards	0.1643	1
677	charge	charge	0.0004	1
678	charm	charm	0.0016	1
679	charms	charms	0.005	1
680	charred	charred	0.2051	1
681	chars	char	2.0085	0
682	chart	chart	0.0005	1
683	charts	charts	0.0049	1
684	chase	chase	0.0038	1
685	chaste	chaste	0.2944	1
686	chat	chat	0.0027	1
687	chats	chats	0.00740000000000001	1
688	chaw	chaw	2.8549	1
689	chaws	alms	6.9338	0
690	cheap	cheap	0.0149	1
691	cheat	cheat	0.0003	1
692	cheats	cheats	0.016	1
693	check	check	0.0001	1
694	checked	checked	0.0002	1
695	checks	check	0.4936	0
696	cheek	cheek	0.0001	1
697	cheeks	cheeks	0.0001	1
698	cheep	cheep	0.2212	1
699	cheeps	cheeps	2.4011	1
700	cheer	cheer	0.0016	1
701	cheers	cheers	0.0009	1
702	cheese	cheese	0.0069	1
703	chef	chef	0.3402	1
704	chefs	chefs	0.998	1
705	chert	chert	0.082	1
706	cherts	cherts	0.1495	1
707	chess	chess	0.06	1
708	chest	chest	0.0002	1
709	chests	chests	0.0014	1
710	chew	chew	0.0005	1
711	chewed	chewed	0.0004	1
712	chews	chew	0.7402	0
713	chi	part	10.2823	0
714	chic	chic	2.8127	1
715	chick	chicks	0.3568	0
716	chicks	chicks	0.6111	1
717	chide	chide	1.0023	1
718	child	child	0	1
719	chill	chill	0.0002	1
720	chills	chills	0	1
721	chime	chime	0	1
722	chimes	chimes	0	1
723	chimp	chimp	0.0031	1
724	chimps	chimps	0.002	1
725	chin	chin	0	1
726	chine	food	3.2314	0
727	chines	chines	1.5285	1
728	chink	chink	0.9236	1
729	chinked	chinked	0.0212	1
730	chinks	chinks	0.9512	1
731	chins	chins	0.0001	1
732	chip	chip	0.0108	1
733	chips	chips	0.0375	1
734	chirp	chirp	0.0005	1
735	chirped	chirped	0.0001	1
736	chirps	chirps	0.0005	1
737	chit	chit	0.0571	1
738	chits	chits	0.0196	1
739	chive	chive	3.4089	1
740	chives	chives	1.3865	1
741	choc	chock	5.121	0
742	chock	chock	0.1742	1
743	chocks	chocks	0.0032	1
744	choice	choice	0	1
745	choir	choir	0.0001	1
746	choirs	choir	1.0089	0
747	choke	choke	0.0019	1
748	choked	choked	0.0004	1
749	chokes	chokes	0.0176	1
750	chomp	chomp	0.0073	1
751	chomps	chomps	0.0027	1
752	choose	choose	0.0002	1
753	chop	chop	0.0001	1
754	chopped	chopped	0	1
755	chops	chops	0.0017	1
756	chord	chord	0.0001	1
757	chords	chords	0.0006	1
758	chore	chore	0.0019	1
759	chores	chores	0.0002	1
760	chose	chose	0.0002	1
761	chow	chow	0.5706	1
762	chows	chows	0.0003	1
763	christ	christ	0.0406	1
764	christs	christs	0.0033	1
765	chrome	chrome	0.0001	1
766	chromes	chromes	0.0005	1
767	chub	chub	0.0041	1
768	chubs	chubs	0.0149	1
769	chuck	chuck	0.0918	1
770	chucks	chucks	0.2498	1
771	chug	chug	0.0337	1
772	chugged	chugged	0.0018	1
773	chugs	chugs	0.2967	1
774	chum	chum	0.246	1
775	chump	chump	0.1088	1
776	chumps	chumps	0.1193	1
777	chums	chums	0.0456	1
778	chunk	chunk	0.0002	1
779	chunks	chunks	0.00889999999999999	1
780	church	church	0.0006	1
781	churl	churl	0.000800000000000001	1
782	churls	churls	0.000900000000000002	1
783	churn	churn	0.3911	1
784	churned	churned	1.1903	1
785	churns	churns	0.3843	1
786	chute	chute	0.0356	1
787	chutes	chute	2.9257	0
788	cinch	cinch	0.3213	1
789	cirque	cirque	1.5237	1
790	cite	cite	0.0005	1
791	cites	cites	0.0004	1
792	clad	clad	0.5852	1
793	claim	claim	0	1
794	claims	claims	0.0001	1
795	clam	clam	0.0021	1
796	clamp	clamp	0.0005	1
797	clamped	clamped	0.0005	1
798	clamps	clamps	0.0001	1
799	clams	clams	0	1
800	clan	clan	0.0106	1
801	clang	clang	0.1332	1
802	clangs	clangs	0.4706	1
803	clank	clank	0.0567	1
804	clanked	clanked	0.0344	1
805	clanks	clanks	0.2793	1
806	clans	clans	0.6115	1
807	clap	clap	0.0066	1
808	clapped	clapped	0	1
809	claps	claps	0.0035	1
810	claque	claque	0.1994	1
811	clash	clash	0.0971	1
812	clasp	clasp	0.0021	1
813	clasped	clasped	0.0001	1
814	clasps	clasps	0.0001	1
815	class	class	0.0001	1
816	clause	clause	0.0124	1
817	claw	claw	0.0015	1
818	claws	claws	0.1244	1
819	clay	clay	0.0001	1
820	clays	clays	0.0001	1
821	clean	clean	0.0057	1
822	cleaned	cleaned	0.0039	1
823	cleans	cleans	0.0559	1
824	cleanse	alms	4.2587	0
825	cleansed	cleansed	1.307	1
826	clear	clear	0.0001	1
827	cleat	cleat	0.1176	1
828	cleats	cleats	0.8339	1
829	cleave	cleave	0.6087	1
830	cleaves	cleaves	0.0119	1
831	clef	clef	0.003	1
832	cleft	cleft	2.2831	1
833	clefts	clefts	1.0002	1
834	clench	clench	0.0021	1
835	clenched	clenched	0.0027	1
836	clerk	clerk	0	1
837	clerks	clerks	0	1
838	click	click	1.936	1
839	clicked	clicked	0.6573	1
840	clicks	clicks	2.1169	1
841	cliff	cliff	0.0047	1
842	cliffs	cliffs	0.0023	1
843	climb	climb	0	1
844	climbed	climbed	0	1
845	climbs	climbs	0.0002	1
846	clime	clime	1.1959	1
847	climes	climes	1.0321	1
848	clinch	clinch	0.0014	1
849	clinched	clinched	0.0381	1
850	cling	cling	0.0138	1
851	clings	clings	0.0037	1
852	clink	clink	0.4959	1
853	clinked	clinked	0.1542	1
854	clinks	clinks	0.1788	1
855	clip	clip	0.0665	1
856	clips	clips	0.2585	1
857	clique	clique	0.0001	1
858	cliques	cliques	0.00979999999999999	1
859	cloak	cloak	0.0007	1
860	cloaks	cloaks	0.0038	1
861	clock	clock	0	1
862	clocks	clocks	0.0006	1
863	clod	clod	0	1
864	clods	clods	0.0024	1
865	clog	clogged	0.5157	0
866	clogged	clogged	0.0122	1
867	clogs	clogs	0.3135	1
868	clone	close	6.0074	0
869	clones	moons	3.0138	0
870	clop	clop	0.1126	1
871	close	close	0	1
872	close	close	0.0004	1
873	closed	closed	0.0216	1
874	closed	closed	0.0082	1
875	clot	clod	1.81	0
876	cloth	cloth	0	1
877	clothe	clothe	0.0026	1
878	clothed	clothed	0.0009	1
879	clothes	clothes	0	1
880	cloths	cloths	0.0016	1
881	clots	clods	1.1048	0
882	cloud	cloud	0.0001	1
883	clouds	clouds	0	1
884	clout	clout	0.3107	1
885	clouts	clouts	0.737	1
886	clove	clove	0.0021	1
887	clown	clown	0.0036	1
888	clowns	clowns	0.0036	1
889	cloy	cloy	0.7567	1
890	club	club	0	1
891	clubs	clubs	0	1
892	cluck	cluck	0.3679	1
893	clucks	clucks	0.3584	1
894	clue	clue	0.0006	1
895	clues	clues	0.0002	1
896	clump	clump	0.0008	1
897	clumps	clumps	0.0061	1
898	clung	clung	0.7957	1
899	clunk	clunk	1.0574	1
900	clutch	clutch	0.0103	1
901	clutched	clutched	0.0363	1
902	coach	coach	0.0068	1
903	coal	coal	0.0002	1
904	coals	coal	0.8287	0
905	coarse	coarse	0.0039	1
906	coast	coast	0	1
907	coasts	coasts	0.015	1
908	coat	coat	0.033	1
909	coats	coats	0.0787	1
910	coax	coax	0.0195	1
911	coaxed	coaxed	0	1
912	cob	cob	0.0022	1
913	cobs	cobs	0.0013	1
